id,timestamp,test_field,_rid,_self,_etag,_attachments,_ts,route_origin,route_destination,traffic_route,traffic_duration,weather_temperature,weather_conditions,weather_rain,weather_snow,new_field_1,new_field_2,new_field_3,array_field,nested_field.sub_field_1,nested_field.sub_field_2,nested_field.sub_field_3,traffic_data.route,traffic_data.duration_in_traffic,weather_data.temperature,weather_data.weather_conditions,weather_data.rain,weather_data.snow,air_quality_data.air_quality_index,air_quality_data.components.co,air_quality_data.components.no,air_quality_data.components.no2,air_quality_data.components.o3,air_quality_data.components.so2,air_quality_data.components.pm2_5,air_quality_data.components.pm10,air_quality_data.components.nh3,route_name
unique-test-id-123,2024-11-30T16:54:41.764723,test_value,hCl+AN3ccB8BAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8BAAAAAAAAAA==/,"""6504f0f5-0000-1100-0000-674b43510000""",attachments/,1732985681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique-combined-id-456,2024-11-30T16:58:17.317723,,hCl+AN3ccB8CAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8CAAAAAAAAAA==/,"""6604b221-0000-1100-0000-674b44290000""",attachments/,1732985897,"51.5074,-0.1278","51.556021,-0.064096",Queensbridge Rd/B108,2369,286.5,Clouds,0,0,,,,,,,,,,,,,,,,,,,,,,,
test-additional-fields-789,2024-11-30T17:02:40.856254,test_value,hCl+AN3ccB8DAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8DAAAAAAAAAA==/,"""6604885a-0000-1100-0000-674b45300000""",attachments/,1732986160,,,,,,,,,value_1,123,TRUE,,,,,,,,,,,,,,,,,,,,
test-nested-data-101,2024-11-30T17:04:06.956933,test_value,hCl+AN3ccB8EAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8EAAAAAAAAAA==/,"""6604876d-0000-1100-0000-674b45860000""",attachments/,1732986246,,,,,,,,,,,,"[{'item_1': 'value_1', 'item_2': 789}, {'item_3': 'value_3', 'item_4': 1011}]",sub_value_1,456,"[1, 2, 3]",,,,,,,,,,,,,,,,
data-2024-11-30T17:16:43.060040,2024-11-30T17:16:43.060048,,hCl+AN3ccB8FAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8FAAAAAAAAAA==/,"""67044a12-0000-1100-0000-674b487b0000""",attachments/,1732987003,,,,,,,,,,,,,,,,A40,2278,286.3,Clouds,0,0,,,,,,,,,,
data-2024-11-30T17:25:59.796432,2024-11-30T17:25:59.796436,,hCl+AN3ccB8GAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8GAAAAAAAAAA==/,"""67048c83-0000-1100-0000-674b4aa70000""",attachments/,1732987559,,,,,,,,,,,,,,,,A40,2203,286.24,Clouds,0,0,1,263.69,0.15,32.22,23.6,10.25,5.08,7.87,0.28,
data-2024-11-30T17:35:12.995970,2024-11-30T17:35:12.995985,,hCl+AN3ccB8HAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8HAAAAAAAAAA==/,"""67047af2-0000-1100-0000-674b4cd10000""",attachments/,1732988113,,,,,,,,,,,,,,,,A40,2256,286.22,Clouds,0,0,1,267.03,0.16,32.9,23.6,10.01,5.63,8.89,0.31,
data-2024-11-30T17:36:14.121610,2024-11-30T17:36:14.121627,,hCl+AN3ccB8IAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8IAAAAAAAAAA==/,"""68047700-0000-1100-0000-674b4d0e0000""",attachments/,1732988174,,,,,,,,,,,,,,,,A40,2301,286.22,Clouds,0,0,1,267.03,0.16,32.9,23.6,10.01,5.63,8.89,0.31,
data-2024-11-30T17:52:39.183982,2024-11-30T17:52:39.184007,,hCl+AN3ccB8JAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8JAAAAAAAAAA==/,"""68046dca-0000-1100-0000-674b50e70000""",attachments/,1732989159,,,,,,,,,,,,,,,,A40,2346,286.1,Clouds,0,0,1,267.03,0.16,32.9,23.6,10.01,5.63,8.89,0.31,
data-2024-11-30T17:53:40.331235,2024-11-30T17:53:40.331243,,hCl+AN3ccB8KAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8KAAAAAAAAAA==/,"""68049cd7-0000-1100-0000-674b51240000""",attachments/,1732989220,,,,,,,,,,,,,,,,A40,2475,286.1,Clouds,0,0,1,267.03,0.16,32.9,23.6,10.01,5.63,8.89,0.31,
data-2024-11-30T17:54:41.567151,2024-11-30T17:54:41.567158,,hCl+AN3ccB8LAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8LAAAAAAAAAA==/,"""680414e2-0000-1100-0000-674b51610000""",attachments/,1732989281,,,,,,,,,,,,,,,,A40,2460,286.1,Clouds,0,0,1,267.03,0.16,32.9,23.6,10.01,5.63,8.89,0.31,
data-2024-11-30T17:55:42.477399,2024-11-30T17:55:42.477426,,hCl+AN3ccB8MAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8MAAAAAAAAAA==/,"""680446ee-0000-1100-0000-674b519e0000""",attachments/,1732989342,,,,,,,,,,,,,,,,A40,2612,286.09,Clouds,0,0,1,267.03,0.16,32.9,23.6,10.01,5.63,8.89,0.31,
data-2024-12-01T01:14:55.476261,2024-12-01T01:14:55.476276,,hCl+AN3ccB8NAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8NAAAAAAAAAA==/,"""7c045598-0000-1100-0000-674bb88f0000""",attachments/,1733015695,,,,,,,,,,,,,,,,A4 and A315,1268,284.8,Clouds,0,0,1,240.33,0,13.88,52.93,6.68,2.5,3.86,0.17,
data-2024-12-01T01:15:56.603470,2024-12-01T01:15:56.603483,,hCl+AN3ccB8OAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8OAAAAAAAAAA==/,"""7c04dbb0-0000-1100-0000-674bb8cc0000""",attachments/,1733015756,,,,,,,,,,,,,,,,A4 and A315,1253,284.8,Clouds,0,0,1,240.33,0,13.88,52.93,6.68,2.5,3.86,0.17,
data-2024-12-01T01:16:57.889936,2024-12-01T01:16:57.889950,,hCl+AN3ccB8PAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8PAAAAAAAAAA==/,"""7c04cbc1-0000-1100-0000-674bb9090000""",attachments/,1733015817,,,,,,,,,,,,,,,,A4 and A315,1311,284.8,Clouds,0,0,1,240.33,0,13.88,52.93,6.68,2.5,3.86,0.17,
data-2024-12-01T01:49:47.443813-Route 1,2024-12-01T01:49:47.443823,,hCl+AN3ccB8QAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8QAAAAAAAAAA==/,"""7e045e29-0000-1100-0000-674bc0bb0000""",attachments/,1733017787,,,,,,,,,,,,,,,,A4 and A315,1162,284.73,Clouds,0,0,1,240.33,0,12,55.08,6.26,2.37,3.79,0.16,Route 1
data-2024-12-01T01:49:47.842129-Route 2,2024-12-01T01:49:47.842139,,hCl+AN3ccB8RAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8RAAAAAAAAAA==/,"""7e046e29-0000-1100-0000-674bc0bb0000""",attachments/,1733017787,,,,,,,,,,,,,,,,Charing Cross Rd,680,284.82,Clouds,0,0,1,240.33,0,12,55.08,6.26,2.37,3.79,0.16,Route 2
data-2024-12-01T01:49:48.774409-Route 3,2024-12-01T01:49:48.774418,,hCl+AN3ccB8SAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8SAAAAAAAAAA==/,"""7e04b329-0000-1100-0000-674bc0bc0000""",attachments/,1733017788,,,,,,,,,,,,,,,,A302,1740,284.81,Clouds,0,0,1,240.33,0,12,55.08,6.26,2.37,3.79,0.16,Route 3
data-2024-12-01T02:05:45.491440-Route 1,2024-12-01T02:05:45.491446,,hCl+AN3ccB8TAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8TAAAAAAAAAA==/,"""7e04eadc-0000-1100-0000-674bc4790000""",attachments/,1733018745,,,,,,,,,,,,,,,,A315,1140,284.7,Clouds,0,0,1,240.33,0,12,55.08,6.26,2.37,3.79,0.16,Route 1
data-2024-12-01T02:05:46.322959-Route 2,2024-12-01T02:05:46.322967,,hCl+AN3ccB8UAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8UAAAAAAAAAA==/,"""7e0416dd-0000-1100-0000-674bc47a0000""",attachments/,1733018746,,,,,,,,,,,,,,,,M4,1656,284.44,Clouds,0,0,1,233.65,0,8.31,57.94,3.46,2.15,3.55,0.13,Route 2
data-2024-12-01T02:05:46.715430-Route 3,2024-12-01T02:05:46.715439,,hCl+AN3ccB8VAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8VAAAAAAAAAA==/,"""7e0423dd-0000-1100-0000-674bc47a0000""",attachments/,1733018746,,,,,,,,,,,,,,,,A102,1029,284.46,Clouds,0,0,1,240.33,0,12,55.08,6.26,2.37,3.79,0.16,Route 3
data-2024-12-01T04:33:52.774394-Route 1,2024-12-01T04:33:52.774402,,hCl+AN3ccB8WAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8WAAAAAAAAAA==/,"""85045946-0000-1100-0000-674be7300000""",attachments/,1733027632,,,,,,,,,,,,,,,,A4 and A315,1071,283.93,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:33:53.388651-Route 2,2024-12-01T04:33:53.388659,,hCl+AN3ccB8XAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8XAAAAAAAAAA==/,"""85046b46-0000-1100-0000-674be7310000""",attachments/,1733027633,,,,,,,,,,,,,,,,M4,1586,284.01,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:33:53.808122-Route 3,2024-12-01T04:33:53.808130,,hCl+AN3ccB8YAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8YAAAAAAAAAA==/,"""85047d46-0000-1100-0000-674be7310000""",attachments/,1733027633,,,,,,,,,,,,,,,,A102,1061,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:38:04.717600-Route 1,2024-12-01T04:38:04.717624,,hCl+AN3ccB8ZAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8ZAAAAAAAAAA==/,"""8504b071-0000-1100-0000-674be82c0000""",attachments/,1733027884,,,,,,,,,,,,,,,,A4 and A315,1076,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:38:05.423457-Route 2,2024-12-01T04:38:05.423471,,hCl+AN3ccB8aAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8aAAAAAAAAAA==/,"""8504d771-0000-1100-0000-674be82d0000""",attachments/,1733027885,,,,,,,,,,,,,,,,M4,1597,284.13,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:38:05.919522-Route 3,2024-12-01T04:38:05.919536,,hCl+AN3ccB8bAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8bAAAAAAAAAA==/,"""8504fd71-0000-1100-0000-674be82d0000""",attachments/,1733027885,,,,,,,,,,,,,,,,A102,1054,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:39:07.361374-Route 1,2024-12-01T04:39:07.361386,,hCl+AN3ccB8cAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8cAAAAAAAAAA==/,"""85048280-0000-1100-0000-674be86b0000""",attachments/,1733027947,,,,,,,,,,,,,,,,A4 and A315,1051,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:39:08.190382-Route 2,2024-12-01T04:39:08.190397,,hCl+AN3ccB8dAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8dAAAAAAAAAA==/,"""8504b480-0000-1100-0000-674be86c0000""",attachments/,1733027948,,,,,,,,,,,,,,,,M4,1592,284.13,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:39:08.689066-Route 3,2024-12-01T04:39:08.689074,,hCl+AN3ccB8eAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8eAAAAAAAAAA==/,"""8504cb80-0000-1100-0000-674be86c0000""",attachments/,1733027948,,,,,,,,,,,,,,,,A102,1054,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:40:09.818077-Route 1,2024-12-01T04:40:09.818090,,hCl+AN3ccB8fAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8fAAAAAAAAAA==/,"""8504ff8b-0000-1100-0000-674be8a90000""",attachments/,1733028009,,,,,,,,,,,,,,,,A4 and A315,1050,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:40:10.553449-Route 2,2024-12-01T04:40:10.553460,,hCl+AN3ccB8gAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8gAAAAAAAAAA==/,"""85041b8c-0000-1100-0000-674be8aa0000""",attachments/,1733028010,,,,,,,,,,,,,,,,M4,1598,284.06,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:40:10.992979-Route 3,2024-12-01T04:40:10.992987,,hCl+AN3ccB8hAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8hAAAAAAAAAA==/,"""8504308c-0000-1100-0000-674be8ab0000""",attachments/,1733028011,,,,,,,,,,,,,,,,A102,1048,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:41:12.279707-Route 1,2024-12-01T04:41:12.279716,,hCl+AN3ccB8iAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8iAAAAAAAAAA==/,"""8504c496-0000-1100-0000-674be8e80000""",attachments/,1733028072,,,,,,,,,,,,,,,,A4 and A315,1047,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:41:12.883655-Route 2,2024-12-01T04:41:12.883663,,hCl+AN3ccB8jAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8jAAAAAAAAAA==/,"""8504df96-0000-1100-0000-674be8e80000""",attachments/,1733028072,,,,,,,,,,,,,,,,M4,1596,284.06,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:41:13.336088-Route 3,2024-12-01T04:41:13.336095,,hCl+AN3ccB8kAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8kAAAAAAAAAA==/,"""8504fe96-0000-1100-0000-674be8e90000""",attachments/,1733028073,,,,,,,,,,,,,,,,A102,1049,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:42:14.528896-Route 1,2024-12-01T04:42:14.528905,,hCl+AN3ccB8lAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8lAAAAAAAAAA==/,"""8504bea2-0000-1100-0000-674be9260000""",attachments/,1733028134,,,,,,,,,,,,,,,,A4 and A315,1058,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:42:15.443405-Route 2,2024-12-01T04:42:15.443412,,hCl+AN3ccB8mAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8mAAAAAAAAAA==/,"""8504c9a2-0000-1100-0000-674be9270000""",attachments/,1733028135,,,,,,,,,,,,,,,,M4,1594,284.06,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:42:15.887544-Route 3,2024-12-01T04:42:15.887552,,hCl+AN3ccB8nAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8nAAAAAAAAAA==/,"""8504cfa2-0000-1100-0000-674be9270000""",attachments/,1733028135,,,,,,,,,,,,,,,,A102,1054,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:43:17.121519-Route 1,2024-12-01T04:43:17.121533,,hCl+AN3ccB8oAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8oAAAAAAAAAA==/,"""85045bab-0000-1100-0000-674be9650000""",attachments/,1733028197,,,,,,,,,,,,,,,,A4 and A315,1056,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:43:17.941356-Route 2,2024-12-01T04:43:17.941365,,hCl+AN3ccB8pAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8pAAAAAAAAAA==/,"""85047cab-0000-1100-0000-674be9650000""",attachments/,1733028197,,,,,,,,,,,,,,,,M4,1601,284.06,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:43:18.444295-Route 3,2024-12-01T04:43:18.444312,,hCl+AN3ccB8qAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8qAAAAAAAAAA==/,"""85048aab-0000-1100-0000-674be9660000""",attachments/,1733028198,,,,,,,,,,,,,,,,A102,1049,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:44:19.788077-Route 1,2024-12-01T04:44:19.788094,,hCl+AN3ccB8rAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8rAAAAAAAAAA==/,"""85041ab8-0000-1100-0000-674be9a30000""",attachments/,1733028259,,,,,,,,,,,,,,,,A4 and A315,1057,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:44:20.513510-Route 2,2024-12-01T04:44:20.513519,,hCl+AN3ccB8sAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8sAAAAAAAAAA==/,"""85044bb8-0000-1100-0000-674be9a40000""",attachments/,1733028260,,,,,,,,,,,,,,,,M4,1594,284.06,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:44:20.962808-Route 3,2024-12-01T04:44:20.962830,,hCl+AN3ccB8tAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8tAAAAAAAAAA==/,"""850474b8-0000-1100-0000-674be9a50000""",attachments/,1733028261,,,,,,,,,,,,,,,,A102,1059,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:45:22.255052-Route 1,2024-12-01T04:45:22.255071,,hCl+AN3ccB8uAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8uAAAAAAAAAA==/,"""8504aec6-0000-1100-0000-674be9e20000""",attachments/,1733028322,,,,,,,,,,,,,,,,A4 and A315,1051,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:45:22.933233-Route 2,2024-12-01T04:45:22.933243,,hCl+AN3ccB8vAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8vAAAAAAAAAA==/,"""8504e2c6-0000-1100-0000-674be9e20000""",attachments/,1733028322,,,,,,,,,,,,,,,,M4,1601,284.06,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:45:23.417802-Route 3,2024-12-01T04:45:23.417830,,hCl+AN3ccB8wAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8wAAAAAAAAAA==/,"""8504f4c6-0000-1100-0000-674be9e30000""",attachments/,1733028323,,,,,,,,,,,,,,,,A102,1063,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:46:24.576736-Route 1,2024-12-01T04:46:24.576764,,hCl+AN3ccB8xAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8xAAAAAAAAAA==/,"""85045cd2-0000-1100-0000-674bea200000""",attachments/,1733028384,,,,,,,,,,,,,,,,A4 and A315,1063,283.98,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:46:25.434164-Route 2,2024-12-01T04:46:25.434174,,hCl+AN3ccB8yAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8yAAAAAAAAAA==/,"""85047cd2-0000-1100-0000-674bea210000""",attachments/,1733028385,,,,,,,,,,,,,,,,M4,1599,284.06,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:46:25.894640-Route 3,2024-12-01T04:46:25.894650,,hCl+AN3ccB8zAAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB8zAAAAAAAAAA==/,"""85048ad2-0000-1100-0000-674bea210000""",attachments/,1733028385,,,,,,,,,,,,,,,,A102,1077,283.63,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:47:27.089240-Route 1,2024-12-01T04:47:27.089258,,hCl+AN3ccB80AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB80AAAAAAAAAA==/,"""85043fde-0000-1100-0000-674bea5f0000""",attachments/,1733028447,,,,,,,,,,,,,,,,A4 and A315,1038,283.98,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:47:28.020630-Route 2,2024-12-01T04:47:28.020647,,hCl+AN3ccB81AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB81AAAAAAAAAA==/,"""85045ede-0000-1100-0000-674bea600000""",attachments/,1733028448,,,,,,,,,,,,,,,,M4,1606,283.97,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:47:28.549694-Route 3,2024-12-01T04:47:28.549714,,hCl+AN3ccB82AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB82AAAAAAAAAA==/,"""85046ade-0000-1100-0000-674bea600000""",attachments/,1733028448,,,,,,,,,,,,,,,,A102,1075,283.65,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:48:29.747089-Route 1,2024-12-01T04:48:29.747109,,hCl+AN3ccB83AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB83AAAAAAAAAA==/,"""850444eb-0000-1100-0000-674bea9d0000""",attachments/,1733028509,,,,,,,,,,,,,,,,A4 and A315,1032,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:48:30.558756-Route 2,2024-12-01T04:48:30.558777,,hCl+AN3ccB84AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB84AAAAAAAAAA==/,"""850466eb-0000-1100-0000-674bea9e0000""",attachments/,1733028510,,,,,,,,,,,,,,,,M4,1588,283.97,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:48:31.007200-Route 3,2024-12-01T04:48:31.007212,,hCl+AN3ccB85AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB85AAAAAAAAAA==/,"""85047eeb-0000-1100-0000-674bea9f0000""",attachments/,1733028511,,,,,,,,,,,,,,,,A102,1069,283.65,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:49:32.101618-Route 1,2024-12-01T04:49:32.101631,,hCl+AN3ccB86AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB86AAAAAAAAAA==/,"""850471f5-0000-1100-0000-674beadc0000""",attachments/,1733028572,,,,,,,,,,,,,,,,A4 and A315,1048,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
data-2024-12-01T04:49:32.821693-Route 2,2024-12-01T04:49:32.821702,,hCl+AN3ccB87AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB87AAAAAAAAAA==/,"""850482f5-0000-1100-0000-674beadc0000""",attachments/,1733028572,,,,,,,,,,,,,,,,M4,1591,283.97,Clouds,0,0,2,230.31,0,6.6,64.37,3.13,1.82,3.16,0.1,Route 2
data-2024-12-01T04:49:33.296243-Route 3,2024-12-01T04:49:33.296251,,hCl+AN3ccB88AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB88AAAAAAAAAA==/,"""850487f5-0000-1100-0000-674beadd0000""",attachments/,1733028573,,,,,,,,,,,,,,,,A102,1069,283.65,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 3
data-2024-12-01T04:50:34.466260-Route 1,2024-12-01T04:50:34.466275,,hCl+AN3ccB89AAAAAAAAAA==,dbs/hCl+AA==/colls/hCl+AN3ccB8=/docs/hCl+AN3ccB89AAAAAAAAAA==/,"""86049902-0000-1100-0000-674beb1a0000""",attachments/,1733028634,,,,,,,,,,,,,,,,A4 and A315,1040,283.96,Clouds,0,0,1,240.33,0,9.6,56.51,5.84,2.2,3.69,0.16,Route 1
